dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
53,17,2018-03-02 01:57:33,897,1,1,53,119.0,53,53,53.0,0.0,119,119,119.0,0.0,191750.2787,2229.654404,897.0,0.0,897.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,1114.827202,1114.827202,53,119,75.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,112.5,53.0,119.0,1,53,1,119,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2018-03-02 01:30:58,4069611,13,9,1441,1731.0,725,0,110.8461538,196.5501828,1179,0,192.3333333,386.0744747,779.4356758,5.405922089,193791.0,304300.4691,1057644.0,121.0,4069611.0,339134.25,413816.9585,1261842.0,1769.0,4037949.0,504743.625,466036.6238,1283059.0,62502.0,0,0,272,192,3.194408507,2.211513582,0,1179,137.9130435,278.89472,77782.26482,0,0,1,1,0,0,0,1,0,144.1818182,110.8461538,192.3333333,13,1441,9,1731,8192,62559,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2018-03-02 10:34:30,2488104,9,7,1128,1581.0,661,0,125.3333333,213.4830204,1173,0,225.8571429,430.0986044,1088.780855,6.430599364,165873.6,246786.4928,953346.0,3.0,2488104.0,311013.0,365334.6827,1173074.0,3.0,2330738.0,388456.3333,342226.0822,953346.0,158001.0,0,0,192,152,3.617212142,2.813387222,0,1173,159.3529412,310.3705328,96329.86765,0,0,0,1,0,0,0,0,0,169.3125,125.3333333,225.8571429,9,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,2018-03-02 12:42:40,1301122,7,5,364,582.0,103,0,52.0,49.21720566,409,0,116.4,167.0353256,727.0647948,9.222809237,118283.8182,135274.6842,260212.0,5.0,1301122.0,216853.6667,106243.6834,263040.0,5.0,1042165.0,260541.25,1151.18848,262186.0,259585.0,0,0,152,112,5.379972055,3.842837182,0,409,72.76923077,109.5332171,11997.52564,0,0,0,1,0,0,0,0,0,78.83333333,52.0,116.4,7,364,5,582,8192,255,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,2018-03-02 04:12:49,771,3,4,161,488.0,161,0,53.66666667,92.95339334,488,0,122.0,244.0,841763.9429,9079.118029,128.5,80.75828131,257.0,29.0,444.0,222.0,130.1076477,314.0,130.0,514.0,171.3333333,161.5992987,347.0,29.0,0,0,72,92,3891.050584,5188.067445,0,488,81.125,173.7875859,30202.125,0,0,0,1,0,0,0,0,1,92.71428571,53.66666667,122.0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,2018-03-02 10:48:38,116154951,20,20,1245,5715.0,645,0,62.25,161.5620705,1460,0,285.75,525.5758621,59.91995985,0.344367585,2978332.077,4550145.329,10100000.0,1.0,116000000.0,6113418.474,4881923.092,10100000.0,37.0,111000000.0,5825778.316,5082560.577,10100000.0,1.0,0,0,412,408,0.172183793,0.172183793,0,1460,169.7560976,396.0231547,156834.339,0,0,0,1,0,0,0,0,1,174.0,62.25,285.75,20,1245,20,5715,8192,5561,15,20,46981.66667,57762.77823,230403.0,30172.0,9632594.5,1322163.735,10100000.0,5434830.0,Benign
53,17,2018-03-02 03:59:42,1161,1,1,37,119.0,37,37,37.0,0.0,119,119,119.0,0.0,134366.9251,1722.652885,1161.0,0.0,1161.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,861.3264427,861.3264427,37,119,64.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,96.5,37.0,119.0,1,37,1,119,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2018-03-02 04:49:23,21148,2,2,88,344.0,44,44,44.0,0.0,172,172,172.0,0.0,20427.46359,189.1431814,7049.333333,11532.22547,20365.0,282.0,20866.0,20866.0,0.0,20866.0,20866.0,20647.0,20647.0,0.0,20647.0,20647.0,0,0,16,16,94.57159069,94.57159069,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,2,88,2,344,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,2018-03-02 03:56:57,206,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9708.737864,206.0,0.0,206.0,206.0,206.0,206.0,0.0,206.0,206.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,9708.737864,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2018-03-02 03:25:27,249,1,1,40,56.0,40,40,40.0,0.0,56,56,56.0,0.0,385542.1687,8032.128514,249.0,0.0,249.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,4016.064257,4016.064257,40,56,45.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,1,40,1,56,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2018-03-02 10:39:10,3229099,9,7,1138,1581.0,677,0,126.4444444,218.2504932,1173,0,225.8571429,430.0986044,842.0305478,4.95494254,215273.2667,357924.607,1159979.0,2.0,3229099.0,403637.375,462070.4667,1159979.0,2.0,3136252.0,522708.6667,567241.0449,1485713.0,63488.0,0,0,192,152,2.787155179,2.167787361,0,1173,159.9411765,311.9564214,97316.80882,0,0,0,1,0,0,0,0,0,169.9375,126.4444444,225.8571429,9,1138,7,1581,8192,62862,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
46921,6,2018-03-02 04:46:34,86167159,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.023210699,86200000.0,0.0,86200000.0,86200000.0,86200000.0,86200000.0,0.0,86200000.0,86200000.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,0.023210699,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,62558,-1,0,20,0.0,0.0,0.0,0.0,86200000.0,0.0,86200000.0,86200000.0,Benign
3389,6,2018-03-02 02:02:17,1475668,8,7,1148,1581.0,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1849.331964,10.16488804,105404.8571,251220.867,968834.0,38.0,1475668.0,210809.7143,387348.3567,1086742.0,38.0,1394252.0,232375.3333,361131.3252,968834.0,74086.0,0,0,168,148,5.42127362,4.743614417,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,0,181.9333333,143.5,225.8571429,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2018-03-02 09:58:35,1685779,8,7,1128,1581.0,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1606.972207,8.897963493,120412.7857,245473.4868,953165.0,4.0,1685779.0,240825.5714,391126.169,1122621.0,4.0,1577562.0,262927.0,338929.7306,953165.0,110378.0,0,0,172,152,4.74558053,4.152382964,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571429,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,2018-03-02 09:27:25,116893783,15,14,844,4914.0,210,0,56.26666667,75.46282592,1430,0,351.0,564.0930092,49.25839384,0.248088472,4174777.964,15200000.0,58300000.0,1.0,117000000.0,8349555.929,21100000.0,58300000.0,200.0,117000000.0,8987010.692,21800000.0,58300000.0,1.0,0,0,312,292,0.128321623,0.119766849,0,1430,191.9333333,410.3609793,168396.1333,0,0,0,1,0,0,0,0,0,198.5517241,56.26666667,351.0,15,844,14,4914,8192,180,8,20,249049.0,264145.395,435828.0,62270.0,58200000.0,148251.3006,58300000.0,58100000.0,Benign
445,6,2018-03-02 02:12:51,38046849,16,9,1306,616.0,140,0,81.625,47.00620526,145,0,68.44444444,69.70134703,50.51666696,0.657084638,1585285.375,3480070.639,15700000.0,40.0,38000000.0,2536456.6,4161263.845,15700000.0,3188.0,3258562.0,407320.25,546858.8543,1706079.0,69593.0,0,0,328,212,0.420534168,0.23655047,0,145,73.92307692,56.1048469,3147.753846,0,0,0,1,0,0,0,0,0,76.88,81.625,68.44444444,16,1306,9,616,8192,0,13,20,14500000.0,0.0,14500000.0,14500000.0,11800000.0,5537980.407,15700000.0,7846743.0,Benign
445,6,2018-03-02 09:00:52,342599,7,5,364,582.0,103,0,52.0,49.21720566,409,0,116.4,167.0353256,2761.245655,35.02637194,31145.36364,35113.61859,67871.0,3.0,342599.0,57099.83333,28000.53611,71059.0,3.0,274783.0,68695.75,1538.701049,71003.0,67872.0,0,0,152,112,20.4320503,14.59432164,0,409,72.76923077,109.5332171,11997.52564,0,0,0,1,0,0,0,0,0,78.83333333,52.0,116.4,7,364,5,582,8192,255,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2018-03-02 04:45:08,3975876,14,8,1459,1731.0,741,0,104.2142857,195.1134497,1179,0,216.375,405.4647906,802.3389059,5.533371765,189327.4286,261877.1171,953079.0,61.0,3975876.0,305836.6154,342025.3407,1198237.0,40386.0,3912163.0,558880.4286,354079.4776,1050459.0,157966.0,0,0,292,172,3.521236578,2.012135187,0,1179,138.6956522,280.4109703,78630.31225,0,0,1,1,0,0,0,1,0,145.0,104.2142857,216.375,14,1459,8,1731,8192,62626,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,2018-03-02 11:16:36,71,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408,71.0,0.0,71.0,71.0,71.0,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,28169.01408,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,2018-03-02 09:31:43,60065636,5,4,197,1563.0,197,0,39.4,88.10107831,1460,0,390.75,714.485071,29.30127969,0.149836089,7508204.5,21200000.0,60000000.0,1.0,60100000.0,15000000.0,30000000.0,60000000.0,198.0,33082.0,11027.33333,18565.53749,32462.0,1.0,0,0,112,92,0.083242272,0.066593817,0,1460,176.0,455.9797754,207917.5556,0,0,0,1,0,0,0,0,0,195.5555556,39.4,390.75,5,197,4,1563,8192,946,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,2018-03-02 08:55:50,118173340,17,18,903,5085.0,289,0,53.11764706,87.03367333,1460,0,282.5,492.8911406,50.67132739,0.296175093,3475686.471,13900000.0,58400000.0,1.0,118000000.0,7384432.125,19900000.0,58400000.0,100.0,118000000.0,6950038.941,19300000.0,58400000.0,1.0,0,0,364,372,0.143856474,0.152318619,0,1460,166.3333333,367.9937888,135419.4286,0,0,0,1,0,0,0,0,1,171.0857143,53.11764706,282.5,17,903,18,5085,8192,252,7,20,771920.0,733842.4886,1290825.0,253015.0,58300000.0,117204.3632,58400000.0,58200000.0,Benign
53,17,2018-03-02 03:30:02,697,1,1,44,72.0,44,44,44.0,0.0,72,72,72.0,0.0,166427.5466,2869.440459,697.0,0.0,697.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,1434.72023,1434.72023,44,72,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,80.0,44.0,72.0,1,44,1,72,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2018-03-02 03:05:04,670,1,1,38,66.0,38,38,38.0,0.0,66,66,66.0,0.0,155223.8806,2985.074627,670.0,0.0,670.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,1492.537313,1492.537313,38,66,47.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,71.0,38.0,66.0,1,38,1,66,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,2018-03-02 04:43:19,103,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19417.47573,103.0,0.0,103.0,103.0,103.0,103.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,19417.47573,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,2018-03-02 01:34:29,118101011,16,16,1044,4221.0,407,0,65.25,110.084513,1430,0,263.8125,471.9214933,44.58048204,0.270954497,3809710.032,14600000.0,58900000.0,0.0,118000000.0,7873400.733,20600000.0,58900000.0,41.0,118000000.0,7864590.2,20700000.0,59100000.0,0.0,0,0,332,332,0.135477248,0.135477248,0,1430,159.5454545,347.495242,120752.9432,0,0,0,1,0,0,0,0,1,164.53125,65.25,263.8125,16,1044,16,4221,8192,180,8,20,294797.0,174496.983,418185.0,171409.0,58700000.0,333187.3011,58900000.0,58400000.0,Benign
80,6,2018-03-02 05:29:23,774,3,4,161,488.0,161,0,53.66666667,92.95339334,488,0,122.0,244.0,838501.292,9043.927649,129.0,82.88305014,263.0,30.0,448.0,224.0,132.9360749,318.0,130.0,511.0,170.3333333,161.5931104,347.0,30.0,0,0,72,92,3875.968992,5167.958656,0,488,81.125,173.7875859,30202.125,0,0,0,1,0,0,0,0,1,92.71428571,53.66666667,122.0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
0,0,2018-03-02 08:55:38,90060741,4,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.044414469,30000000.0,9780.996933,30000000.0,30000000.0,90100000.0,30000000.0,9780.996933,30000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.044414469,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,30000000.0,9780.996933,30000000.0,30000000.0,Benign
80,6,2018-03-02 09:14:00,207,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9661.835749,207.0,0.0,207.0,207.0,207.0,207.0,0.0,207.0,207.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,9661.835749,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,253,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2018-03-02 10:51:21,18239,1,1,46,62.0,46,46,46.0,0.0,62,62,62.0,0.0,5921.377268,109.6551346,18239.0,0.0,18239.0,18239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,54.8275673,54.8275673,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,1,46,1,62,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,2018-03-02 09:30:32,115996614,16,14,447,788.0,436,0,27.9375,108.8175652,788,0,56.28571429,210.6018586,10.6468625,0.258628239,3999883.241,4891238.697,10100000.0,16.0,116000000.0,7733107.6,4134134.264,10100000.0,168.0,110000000.0,8478119.923,3760097.204,10100000.0,471.0,0,0,332,424,0.137935061,0.120693178,0,788,39.83870968,159.3581076,25395.00645,0,0,1,1,0,0,0,1,0,41.16666667,27.9375,56.28571429,16,447,14,788,8192,288,12,20,17085.63636,18484.93181,72816.0,11327.0,10000000.0,28036.65697,10100000.0,9949883.0,Benign
443,6,2018-03-02 03:27:44,15145014,8,10,682,5885.0,366,0,85.25,134.9145232,1460,0,588.5,651.29158,433.6080508,1.188509961,890883.1765,2625375.528,9949036.0,0.0,10200000.0,1450750.857,3747466.02,9949036.0,11661.0,15100000.0,1681485.778,3530338.26,10000000.0,0.0,0,0,172,224,0.528226649,0.660283312,0,1460,345.6315789,537.3153647,288707.8012,0,0,0,1,0,0,0,0,1,364.8333333,85.25,588.5,8,682,10,5885,8192,11,4,20,206220.0,0.0,206220.0,206220.0,9949036.0,0.0,9949036.0,9949036.0,Benign
445,6,2018-03-02 01:31:52,1058912,6,5,455,338.0,140,0,75.83333333,62.93621109,145,0,67.6,69.7588704,748.8818712,10.38802091,105891.2,136554.5429,265625.0,70.0,1058842.0,211768.4,118301.4963,265705.0,147.0,1058832.0,264708.0,836.2846405,265951.0,264135.0,0,0,132,112,5.666193225,4.721827687,0,145,66.08333333,63.40269328,4019.901515,0,0,0,1,0,0,0,0,0,72.09090909,75.83333333,67.6,6,455,5,338,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2018-03-02 04:45:33,2839334,9,7,1148,1581.0,677,0,127.5555556,218.6910556,1173,0,225.8571429,430.0986044,961.1408873,5.635124293,189288.9333,250707.9053,953203.0,80.0,2839334.0,354916.75,372977.543,1233507.0,397.0,2620416.0,436736.0,313319.7701,953203.0,220974.0,0,0,192,152,3.169757415,2.465366878,0,1173,160.5294118,312.044091,97371.51471,0,0,1,1,0,0,0,1,0,170.5625,127.5555556,225.8571429,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2018-03-02 02:46:48,432,1,1,41,57.0,41,41,41.0,0.0,57,57,57.0,0.0,226851.8519,4629.62963,432.0,0.0,432.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,2314.814815,2314.814815,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,1,41,1,57,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2018-03-02 04:53:10,920,1,1,50,132.0,50,50,50.0,0.0,132,132,132.0,0.0,197826.087,2173.913043,920.0,0.0,920.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,8,1086.956522,1086.956522,50,132,77.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,116.0,50.0,132.0,1,50,1,132,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
51828,6,2018-03-02 11:46:32,1813,3,1,31,0.0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,17098.73138,2206.287921,604.3333333,1031.178614,1795.0,1.0,1796.0,898.0,1268.549565,1795.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,60,20,1654.71594,551.5719801,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0.0,3,31,1,0,1013,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50739,6,2018-03-02 12:04:52,3,3,0,31,0.0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,10300000.0,1000000.0,1.5,2.121320344,3.0,0.0,3.0,1.5,2.121320344,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,60,0,1000000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,3,31,0,0,60,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
